level_0,index,school_id,username,caption,rating,retrieval_date,relative_date,timestamp,id_review,url_user,n_review_user
4037,4036,west-view,Sareenahh,This street view is from  2012 not 2015 Want to see 2015 street view please,3,2023-12-24 23:52:09.452838,8 years ago,2015-12-26 23:52:09,NA,NA,NA
4038,4037,west-view,지영준,good,5,2023-12-24 23:52:15.695023,8 years ago,2015-12-26 23:52:15,NA,NA,NA
4039,4038,west-view,Anaconda Boy,my sch,5,2023-12-24 23:52:15.695023,8 years ago,2015-12-26 23:52:15,NA,NA,NA
4040,4039,west-view,anastasia irvan,I am From this School I am Pri 3 Energetic,5,2023-12-24 23:52:15.695023,9 years ago,2014-12-26 23:52:15,NA,NA,NA
4041,4040,west-view,David teo,my SCHOOL!!,5,2023-12-24 23:52:15.695023,9 years ago,2014-12-26 23:52:15,NA,NA,NA
4042,4041,west-view,Kelvin Yeo,"Your drawing is excellent. Who are you? You look like a friend of mine.You remenber me,I am Krystal.",5,2023-12-24 23:52:15.695023,9 years ago,2014-12-26 23:52:15,NA,NA,NA
4043,4042,westwood,Kaelyn Bak Xuan Yin (Westwoodps),"I studied here for 6 years and I enjoyed it sincerely. Honestly, it is an amazing school! The teachers there are great and very nice! School events are also very fun! Great facilities too! But even after 6 years, I still don’t know about some places in the school. Overall, amazing school for students nearby. However, as P6 student, you need to climb 6 levels to classroom. Wide range of CCAs but heard that Infocomm and Design and Innovation CCA getting merged. Canteen food is good too! (but I can’t say much cause I only buy from 2-3 stalls.) But canteen vendors nowadays here and there. All the teachers in the school are very polite and willing to listen to your problems as well. Some upper primary kids quite naughty though. Good discipline as well. I am going to secondary school in 2024 and will miss Westwood dearly.  10/10 would recommend this school for your kids.",5,2023-12-24 23:52:47.369390,a month ago,2023-11-24 23:52:47,NA,NA,NA
4044,4043,westwood,Tan Meng Kuan,"Good environment, Good teachers.",5,2023-12-24 23:52:47.369390,a month ago,2023-11-24 23:52:47,NA,NA,NA
4045,4044,westwood,Vitha Mani,I like to go school my dad drop me school with his motorcycle and mom pick up me at 1.30pm with her car car plate SLX 5704P motorcycle plate FBG 523H,5,2023-12-24 23:52:47.369390,a month ago,2023-11-24 23:52:47,NA,NA,NA
4046,4045,westwood,Sujan Bhowmik,Very good,5,2023-12-24 23:52:47.369390,a month ago,2023-11-24 23:52:47,NA,NA,NA
4047,4046,westwood,Joanne Ang Kai Xin,"Nice school by the way, it's just the school is just so loud",4,2023-12-24 23:52:47.369390,2 months ago,2023-10-25 23:52:47,NA,NA,NA
4048,4047,westwood,Amna Nur,I love the school,5,2023-12-24 23:52:47.369390,3 months ago,2023-09-25 23:52:47,NA,NA,NA
4049,4048,westwood,Athisri Containmentfox,(westgrove student) notice facilities but I think it a little too big,4,2023-12-24 23:52:47.378380,5 months ago,2023-07-27 23:52:47,NA,NA,NA
4050,4049,westwood,Benjamin Koh,Your students were incapable of expressing basic courteous behaviour on Bus 243W today. No spacial awareness (I was shoved and barged into multiple times) and very noisy,1,2023-12-24 23:52:47.379386,8 months ago,2023-04-28 23:52:47,NA,NA,NA
4051,4050,westwood,Kyan Ang,Z,4,2023-12-24 23:52:47.379386,a year ago,2022-12-24 23:52:47,NA,NA,NA
4052,4051,westwood,KeXan Teo,im still in the school and it is awesome,5,2023-12-24 23:52:47.380386,a year ago,2022-12-24 23:52:47,NA,NA,NA
4053,4052,westwood,Sarah Lim,I'm a P4 pupil and my math teacher Mrs seah is killing us,3,2023-12-24 23:52:47.381385,a year ago,2022-12-24 23:52:47,NA,NA,NA
4054,4053,westwood,Net_A1xt0n,Would have rated it a five if the canteen food from the western store didnt have hair in it 😒 …,3,2023-12-24 23:52:47.382385,a year ago,2022-12-24 23:52:47,NA,NA,NA
4055,4054,westwood,Lim Jenson,Good place I'm a a P3 people 👍👍👍👍👍 :D …,5,2023-12-24 23:52:47.382385,a year ago,2022-12-24 23:52:47,NA,NA,NA
4056,4055,westwood,Mbappe7 Fan,Vewy vewy good skoowl,5,2023-12-24 23:52:47.383385,a year ago,2022-12-24 23:52:47,NA,NA,NA
4057,4056,westwood,Isaac Tan,It is a good place but u need to climb very high when u are p6,4,2023-12-24 23:52:53.564521,2 years ago,2021-12-24 23:52:53,NA,NA,NA
4058,4057,westwood,Khairul Kharidan,A good skool,5,2023-12-24 23:52:53.564521,3 years ago,2020-12-24 23:52:53,NA,NA,NA
4059,4058,westwood,William Han,"Magnificent school. Studied there for 4 years. Amazing facilities, nice staff, patient and intelligent teachers. Simply amazing school.",5,2023-12-24 23:52:53.564521,3 years ago,2020-12-24 23:52:53,NA,NA,NA
4060,4059,westwood,yanyang,My sch and I luv it <3,5,2023-12-24 23:52:53.564521,3 years ago,2020-12-24 23:52:53,NA,NA,NA
4061,4060,westwood,Lissa Goh,It teach us good stuff and the teacher are kind .👍👍👍 …,5,2023-12-24 23:52:53.564521,3 years ago,2020-12-24 23:52:53,NA,NA,NA
4062,4061,westwood,Jared Leong,A good place to learn,5,2023-12-24 23:52:59.727033,3 years ago,2020-12-24 23:52:59,NA,NA,NA
4063,4062,westwood,Javelle Toh,I studied there for 6 years and it was gr8 :))),5,2023-12-24 23:52:59.727033,4 years ago,2019-12-25 23:52:59,NA,NA,NA
4064,4063,westwood,knots,Westwood Primary School 维林小学 One of the neighborhood primary school within Jurong West estate.  It is far away from Westwood Sec School.  Last update/ review Feb2017,4,2023-12-24 23:53:05.978047,6 years ago,2017-12-25 23:53:05,NA,NA,NA
4065,4064,westwood,ဇေယျာ တင့်ဝေ,A new neighbourhood primary school in Jurong west.,3,2023-12-24 23:53:05.978047,6 years ago,2017-12-25 23:53:05,NA,NA,NA
4066,4065,westwood,Jared Leong Zhi Yong,My is not same at all .,5,2023-12-24 23:53:05.993673,7 years ago,2016-12-25 23:53:05,NA,NA,NA
4067,4066,westwood,HZ Zhu,I am from that school,5,2023-12-24 23:53:12.259679,7 years ago,2016-12-25 23:53:12,NA,NA,NA
4068,4067,westwood,Reen Hamid,My sister is in there,5,2023-12-24 23:53:12.259679,7 years ago,2016-12-25 23:53:12,NA,NA,NA
4069,4068,westwood,Mike Mahesh,I like the school Mission,5,2023-12-24 23:53:12.259679,7 years ago,2016-12-25 23:53:12,NA,NA,NA
4070,4069,westwood,Terence Tay,"A relatively new school with lots of facilities and amenities for enhancing and enriching the learning experience of its students. I went there after some recommendations from my neighbours and was pleasantly surprised. The whole process of orientation with my wife and daughters left me in awe, their methods are professionals and in more ways than I can mention, raising the bar for the industry. The team of teachers, led by Ng Yeow Ling is meticulous, sincere, well mannered and most importantly, loving and caring. I'm looking forward to get my second daughter into the school and all I can say is that I'm a happy parent :)",5,2023-12-24 23:53:12.275306,8 years ago,2015-12-26 23:53:12,NA,NA,NA
4071,4070,westwood,Din Hao Wei Restaurant,My son studies there and they also get edusave programs .,3,2023-12-24 23:53:12.275306,8 years ago,2015-12-26 23:53:12,NA,NA,NA
4072,4071,white-sands,ayaan sameer,Wonderful school My son loves this school,5,2023-12-24 23:53:44.062472,2 weeks ago,2023-12-10 23:53:44,NA,NA,NA
4073,4072,white-sands,Zhu Minghao,"I am an ex-student, from WSPS. This school has good facilities, friendly teachers, a nice study environment, and has given me many opportunities to learn and grow. Shout-out to my P6 teachers for... Teaching :P Thanks WSPS! EDIT: Apparently the basketball court has closed due to construction of the cross-island line?",4,2023-12-24 23:53:44.062472,a month ago,2023-11-24 23:53:44,NA,NA,NA
4074,4073,white-sands,dini,"quite a okay school, teachers are fine but they can be strict. Friends are great but have a lot of drama. learning environment is horrible though, classroom are dirty and very hot. But the canteen food is great and there's many variety of food to choose. The toilet is horrible though, there's no hose and most of the toliet was never flush. But the school can be fun because theres many activities they plan and most of the activities is like charity which is great. But the bookshop charges is too over price like one small correction tape is worth 2.50 should recommend to be $2.Some teachers are very bias though. There is quite pupils who are rude to teachers though. don't really recommend this school though.",3,2023-12-24 23:53:44.062472,5 months ago,2023-07-27 23:53:44,NA,NA,NA
4075,4074,white-sands,Cheok Seok Cheng,Full of caring and devoted teachers and principal,5,2023-12-24 23:53:44.062472,7 months ago,2023-05-28 23:53:44,NA,NA,NA
4076,4075,white-sands,Mohammad Khairi,Im a P2 C remember I'm now at johore baharu Crystal Crown hotel,5,2023-12-24 23:53:44.062472,8 months ago,2023-04-28 23:53:44,NA,NA,NA
4077,4076,white-sands,Rae Wu,I went to the school but I did not find any white sand.,1,2023-12-24 23:53:44.076860,8 months ago,2023-04-28 23:53:44,NA,NA,NA
4078,4077,white-sands,Penguin Playz,I hate my school,1,2023-12-24 23:53:44.077866,10 months ago,2023-02-27 23:53:44,NA,NA,NA
4079,4078,white-sands,Rosemary Soo,Hello.i am a p1 brillant student.the first time I went there there was so many prefects.,5,2023-12-24 23:53:44.077866,11 months ago,2023-01-28 23:53:44,NA,NA,NA
4080,4079,white-sands,Ryan :D,"Alumni here, very great pri school! Teachers have won Lee Kwan Yew Teacher’s award… Facilities are great but toilet hygiene needs to be improved :/",4,2023-12-24 23:53:44.078865,11 months ago,2023-01-28 23:53:44,NA,NA,NA
4081,4080,white-sands,Choy Yong Yee (Cchms),"its a really nice school , my ex school , and ever since the principal changed to ms wong , she really motivated us to strive harder and i could feel that the whole school grades has improve alot .uh generally the teachers really made me feel comfortable in there as they are really caring towards the students :)",4,2023-12-24 23:53:44.078865,a year ago,2022-12-24 23:53:44,NA,NA,NA
4082,4081,white-sands,Phoebe Yam,𝐈 𝐝𝐨𝐧𝐭 𝐥𝐢𝐤𝐞 𝐬𝐜𝐡𝐨𝐨𝐥-𝐩𝐡𝐨𝐞𝐛𝐞 𝐬𝐢𝐬𝐭𝐞𝐫 …,1,2023-12-24 23:53:44.079866,a year ago,2022-12-24 23:53:44,NA,NA,NA
4083,4082,white-sands,3sther :L,as an ex student of white sands primary i hate this school with a passion. I can feel the teachers being there just to earn money. I am now seeing a therapist because of this school and my experiences here. don't send your kids here.,1,2023-12-24 23:53:44.080864,a year ago,2022-12-24 23:53:44,NA,NA,NA
4084,4083,white-sands,Zhang Haochuan (Nushs),hi :I,5,2023-12-24 23:53:44.081865,a year ago,2022-12-24 23:53:44,NA,NA,NA
4085,4084,white-sands,dennie ও,"Hey there! Former student of WSPS here. Overall, I think this school is amazing — the teachers in this school are skillful in teaching their students. An honourable mention to my teachers who taught me during my last year of Primary School — they had given out some of their precious time of theirs to stayback after school to answer any enquires I had, which I think is extremely considerate and caring of them. I've had many memorable memories during these 6 years, and I promise to cherish them forever. Thank you for the fun times, WSPS!",5,2023-12-24 23:53:44.081865,a year ago,2022-12-24 23:53:44,NA,NA,NA
4086,4085,white-sands,DrakonFury :l,nice,4,2023-12-24 23:53:44.082867,a year ago,2022-12-24 23:53:44,NA,NA,NA
4087,4086,white-sands,Neo Hui wen,"Great school! I spent 6 years and have already graduated during 2021 but during the time i spent at the school,the teachers really cared for your studies and will do anything to help you improve in your subjects.",5,2023-12-24 23:53:50.257100,a year ago,2022-12-24 23:53:50,NA,NA,NA
4088,4087,white-sands,ong austin,Im still in this school and im primary 2 and this school has alot of nice teachers,5,2023-12-24 23:53:50.257100,2 years ago,2021-12-24 23:53:50,NA,NA,NA
4089,4088,white-sands,Unknown Wani,After spending 6 years over there I can say that if you consider having a lot of programs and crazy story (depending which class you are from of course) you will have some experience and it's not the teachers (they are cool) but the students can be quite crazy,3,2023-12-24 23:53:50.257100,2 years ago,2021-12-24 23:53:50,NA,NA,NA
4090,4089,white-sands,Im0naroll,"overall one of the best schools and lots of nice seniors, i was a student in the d class in 2020, teachers are nice though some are weird, strange and bias, you'll still enjoy what white sands has to offer. ps: Mr Peh stop shouting at us to tuck in our shirts, singapore is 35 degrees and not 20 you know. :(",4,2023-12-24 23:53:50.257100,3 years ago,2020-12-24 23:53:50,NA,NA,NA
4091,4090,white-sands,Nichole Kan,"This is my school ,miss schooling ere with my classmates and teachers,in this school last year",5,2023-12-24 23:53:50.257100,3 years ago,2020-12-24 23:53:50,NA,NA,NA
4092,4091,white-sands,Nor Iryan,I was in this school last year and I miss schooling here with my friends,5,2023-12-24 23:53:50.272819,3 years ago,2020-12-24 23:53:50,NA,NA,NA
4093,4092,white-sands,Naraen Manoharan,It is my school,5,2023-12-24 23:53:56.450345,3 years ago,2020-12-24 23:53:56,NA,NA,NA
4094,4093,white-sands,Makh,Best primary school,5,2023-12-24 23:53:56.450345,3 years ago,2020-12-24 23:53:56,NA,NA,NA
4095,4094,white-sands,Singapore Kor,👍🏻 …,5,2023-12-24 23:53:56.450345,4 years ago,2019-12-25 23:53:56,NA,NA,NA
4096,4095,white-sands,Tony and Joycelyn chin,Merged with Coral Primary,5,2023-12-24 23:54:02.668737,5 years ago,2018-12-25 23:54:02,NA,NA,NA
4097,4096,white-sands,Joo Jin Teng,condusive studying environment with excellent teachers,5,2023-12-24 23:54:02.668737,5 years ago,2018-12-25 23:54:02,NA,NA,NA
4098,4097,white-sands,Its Kyla L.C.C !,nice school,5,2023-12-24 23:54:02.668737,5 years ago,2018-12-25 23:54:02,NA,NA,NA
